tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-0001,Chengdu Open,Hard,,250,20250918,2471,132283,,,Lorenzo Sonego,R,191,ITA,,207678,,,Juan Manuel Cerundolo,L,183,ARG,,4-6 6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,44,1090,72,829
2025-0001,Chengdu Open,Hard,,250,20250918,2472,126214,,,Alejandro Tabilo,L,188,CHI,,107270,,,James Thompson,R,,USA,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,112,567,78,795
2025-0001,Chengdu Open,Hard,,250,20250918,2473,106121,,,Taro Daniel,R,191,JPN,,124022,,,Coleman Wong,R,,HKG,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,168,326,149,418
2025-0001,Chengdu Open,Hard,,250,20250918,2474,209976,,,Dino Prizmic,R,188,CRO,,209279,,,Terence Atmane,L,193,FRA,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,121,536,70,852
2025-0001,Chengdu Open,Hard,,250,20250918,2475,100554,,,Matthew McDonald,R,,USA,,122298,,,Botic Van De Zandschulp,R,191,NED,,6-4 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,98,642,83,759
2025-0001,Chengdu Open,Hard,,250,20250918,2476,207686,,,Alexander Shevchenko,R,185,KAZ,,104792,,,Gael Monfils,R,193,FRA,,6-7 6-3 1-0,3,R32,,,,,,,,,,,,,,,,,,,,96,652,52,975
2025-0001,Chengdu Open,Hard,,250,20250918,2477,105932,,,Nikoloz Basilashvili,R,185,GEO,,126129,,,Billy Harris,R,191,GBR,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,114,558,131,492
2025-0001,Chengdu Open,Hard,,250,20250919,2478,106218,,,Marcos Giron,R,180,USA,,132283,,,Lorenzo Sonego,R,191,ITA,,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,50,1000,44,1090
2025-0001,Chengdu Open,Hard,,250,20250919,2479,126214,,,Alejandro Tabilo,L,188,CHI,,209260,,,Luciano Darderi,R,183,ITA,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,112,567,30,1584
2025-0001,Chengdu Open,Hard,,250,20250919,2480,106331,,,Christopher Oconnell,R,183,AUS,,212044,,,Yi Zhou,R,,CHN,,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,103,619,304,170
2025-0001,Chengdu Open,Hard,,250,20250919,2481,206909,,,Brandon Nakashima,R,188,USA,,210234,,,Juncheng Shang,L,,CHN,,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,33,1420,138,460
2025-0001,Chengdu Open,Hard,,250,20250920,2482,105932,,,Nikoloz Basilashvili,R,185,GEO,,100554,,,Matthew McDonald,R,,USA,,6-2 7-6,3,R16,,,,,,,,,,,,,,,,,,,,114,558,98,642
2025-0001,Chengdu Open,Hard,,250,20250920,2483,106121,,,Taro Daniel,R,191,JPN,,134868,,,Tallon Griekspoor,R,188,NED,,3-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,168,326,31,1565
2025-0001,Chengdu Open,Hard,,250,20250920,2484,207518,,,Lorenzo Musetti,R,185,ITA,,209976,,,Dino Prizmic,R,188,CRO,,7-5 3-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,9,3505,121,536
2025-0001,Chengdu Open,Hard,,250,20250920,2485,207686,,,Alexander Shevchenko,R,185,KAZ,,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,6-7 7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,96,652,36,1275
2025-0001,Chengdu Open,Hard,,250,20250921,2486,126214,,,Alejandro Tabilo,L,188,CHI,,106331,,,Christopher Oconnell,R,183,AUS,,4-6 7-5 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,112,567,103,619
2025-0001,Chengdu Open,Hard,,250,20250921,2487,206909,,,Brandon Nakashima,R,188,USA,,106218,,,Marcos Giron,R,180,USA,,6-3 2-6 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,33,1420,50,1000
2025-0001,Chengdu Open,Hard,,250,20250921,2488,207518,,,Lorenzo Musetti,R,185,ITA,,105932,,,Nikoloz Basilashvili,R,185,GEO,,6-3 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,9,3505,114,558
2025-0001,Chengdu Open,Hard,,250,20250921,2489,207686,,,Alexander Shevchenko,R,185,KAZ,,106121,,,Taro Daniel,R,191,JPN,,7-6 3-6 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,96,652,168,326
2025-0001,Chengdu Open,Hard,,250,20250922,2490,126214,,,Alejandro Tabilo,L,188,CHI,,206909,,,Brandon Nakashima,R,188,USA,,6-4 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,112,567,33,1420
2025-0001,Chengdu Open,Hard,,250,20250922,2491,207518,,,Lorenzo Musetti,R,185,ITA,,207686,,,Alexander Shevchenko,R,185,KAZ,,6-3 6-1,3,Semifinals,,,,,,,,,,,,,,,,,,,,9,3505,96,652
2025-0001,Chengdu Open,Hard,,250,20250923,2492,126214,,,Alejandro Tabilo,L,188,CHI,,207518,,,Lorenzo Musetti,R,185,ITA,,6-3 2-6 7-6,3,The Final,,,,,,,,,,,,,,,,,,,,112,567,9,96
2025-0001,Hangzhou Open,Hard,,250,20250917,2493,210530,,,Learner Tien,L,180,USA,,208363,,,Mariano Navone,R,178,ARG,,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,54,945,82,770
2025-0001,Hangzhou Open,Hard,,250,20250917,2494,208167,,,Yuchen Wu,U,,CHN,,105173,,,Adrian Mannarino,L,180,FRA,,4-6 7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,196,272,53,947
2025-0001,Hangzhou Open,Hard,,250,20250918,2495,144869,,,Tomas Martin Etcheverry,R,196,ARG,,106000,,,Damir Dzumhur,R,175,BIH,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,63,890,68,868
2025-0001,Hangzhou Open,Hard,,250,20250918,2496,207494,,,Dalibor Svrcina,R,178,CZE,,126610,,,Matteo Berrettini,R,196,ITA,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,99,641,57,925
2025-0001,Hangzhou Open,Hard,,250,20250918,2497,210460,,,Nishesh Basavareddy,R,180,USA,,105227,,,Marin Cilic,R,198,CRO,,4-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,109,590,59,914
2025-0001,Hangzhou Open,Hard,,250,20250918,2498,206748,,,Giulio Zeppieri,L,183,ITA,,111806,,,Fajing Sun,R,178,CHN,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,169,324,236,241
2025-0001,Hangzhou Open,Hard,,250,20250918,2499,105585,,,Ze Zhang,R,188,CHN,,104184,,,Yong Bum Seo,U,,KOR,,6-7 6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,,192,275,74,811
2025-0001,Hangzhou Open,Hard,,250,20250919,2500,208014,,,Rinky Hijikata,R,178,AUS,,200116,,,Camilo Ugo Carabelli,R,185,ARG,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,111,583,43,1123
2025-0001,Hangzhou Open,Hard,,250,20250919,2501,200624,,,Sebastian Korda,R,196,USA,,112154,,,Allan Walton Knight,U,,AUS,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,79,795,76,803
2025-0001,Hangzhou Open,Hard,,250,20250919,2502,209070,,,Arthur Cazaux,R,183,FRA,,208286,,,Matteo Arnaldi,R,185,ITA,,6-4 3-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,84,757,73,825
2025-0001,Hangzhou Open,Hard,,250,20250919,2503,208316,,,Valentin Royer,R,188,FRA,,133441,,,Andrej Kovacevic,U,,CAN,,4-6 7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,88,677,69,862
2025-0001,Hangzhou Open,Hard,,250,20250919,2504,126846,,,Aleksandar Vukic,R,188,AUS,,105676,,,David Goffin,R,180,BEL,,6-4 1-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,93,668,87,734
2025-0001,Hangzhou Open,Hard,,250,20250920,2505,106421,,,Daniil Medvedev,R,198,RUS,,210460,,,Nishesh Basavareddy,R,180,USA,,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,18,2370,109,590
2025-0001,Hangzhou Open,Hard,,250,20250920,2506,210530,,,Learner Tien,L,180,USA,,206748,,,Giulio Zeppieri,L,183,ITA,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,54,945,169,324
2025-0001,Hangzhou Open,Hard,,250,20250920,2507,144895,,,Corentin Moutet,L,180,FRA,,209070,,,Arthur Cazaux,R,183,FRA,,6-7 6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,,39,1146,84,757
2025-0001,Hangzhou Open,Hard,,250,20250920,2508,208167,,,Yuchen Wu,U,,CHN,,200624,,,Sebastian Korda,R,196,USA,,4-6 6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,196,272,79,795
2025-0001,Hangzhou Open,Hard,,250,20250920,2509,144869,,,Tomas Martin Etcheverry,R,196,ARG,,208014,,,Rinky Hijikata,R,178,AUS,,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,63,890,111,583
2025-0001,Hangzhou Open,Hard,,250,20250920,2510,208316,,,Valentin Royer,R,188,FRA,,126094,,,Andrey Rublev,R,188,RUS,,6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,,88,677,14,2610
2025-0001,Hangzhou Open,Hard,,250,20250920,2511,122330,,,Alexander Bublik,R,196,KAZ,,126846,,,Aleksandar Vukic,R,188,AUS,,6-7 6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,19,2245,93,668
2025-0001,Hangzhou Open,Hard,,250,20250920,2512,207494,,,Dalibor Svrcina,R,178,CZE,,105585,,,Ze Zhang,R,188,CHN,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,99,641,192,275
2025-0001,Hangzhou Open,Hard,,250,20250921,2513,144895,,,Corentin Moutet,L,180,FRA,,144869,,,Tomas Martin Etcheverry,R,196,ARG,,3-6 3-0,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,39,1146,63,890
2025-0001,Hangzhou Open,Hard,,250,20250921,2514,208316,,,Valentin Royer,R,188,FRA,,210530,,,Learner Tien,L,180,USA,,7-6 4-6 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,88,677,54,945
2025-0001,Hangzhou Open,Hard,,250,20250921,2515,208167,,,Yuchen Wu,U,,CHN,,106421,,,Daniil Medvedev,R,198,RUS,,5-7 7-6 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,196,272,18,2370
2025-0001,Hangzhou Open,Hard,,250,20250921,2516,122330,,,Alexander Bublik,R,196,KAZ,,207494,,,Dalibor Svrcina,R,178,CZE,,6-1 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,19,2245,99,641
2025-0001,Hangzhou Open,Hard,,250,20250922,2517,208316,,,Valentin Royer,R,188,FRA,,144895,,,Corentin Moutet,L,180,FRA,,6-3 6-2,3,Semifinals,,,,,,,,,,,,,,,,,,,,88,677,39,1146
2025-0001,Hangzhou Open,Hard,,250,20250922,2518,122330,,,Alexander Bublik,R,196,KAZ,,208167,,,Yuchen Wu,U,,CHN,,6-3 6-3,3,Semifinals,,,,,,,,,,,,,,,,,,,,19,2245,196,272
2025-0001,Hangzhou Open,Hard,,250,20250923,2519,122330,,,Alexander Bublik,R,196,KAZ,,208316,,,Valentin Royer,R,188,FRA,,7-6 7-6,3,The Final,,,,,,,,,,,,,,,,,,,,19,2245,88,677
2025-0001,China Open,Hard,,500,20250925,2520,124186,,,Alexandre Muller,R,183,FRA,,111575,,,Karen Khachanov,R,198,RUS,,4-6 7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,38,1168,10,3280
2025-0001,China Open,Hard,,500,20250925,2521,206681,,,Fabian Marozsan,R,193,HUN,,126127,,,Benjamin Bonzi,R,183,FRA,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,57,920,47,1083
2025-0001,China Open,Hard,,500,20250925,2522,209279,,,Terence Atmane,L,193,FRA,,105585,,,Ze Zhang,R,188,CHN,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,68,839,370,135
2025-0001,China Open,Hard,,500,20250925,2523,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,200116,,,Camilo Ugo Carabelli,R,185,ARG,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,20,2225,43,1123
2025-0001,China Open,Hard,,500,20250925,2524,206173,,,Jannik Sinner,R,191,ITA,,105227,,,Marin Cilic,R,198,CRO,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,2,10780,97,664
2025-0001,China Open,Hard,,500,20250926,2525,210150,,,Jakub Mensik,R,193,CZE,,200175,,,Miomir Kecmanovic,R,183,SRB,,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,19,2380,46,1086
2025-0001,China Open,Hard,,500,20250926,2526,207925,,,Flavio Cobolli,R,183,ITA,,126094,,,Andrey Rublev,R,188,RUS,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,25,2040,14,2610
2025-0001,China Open,Hard,,500,20250926,2527,126239,,,Arthur Rinderknech,R,196,FRA,,105676,,,David Goffin,R,180,BEL,,6-4 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,54,932,87,734
2025-0001,China Open,Hard,,500,20250926,2528,200282,,,Alex De Minaur,R,183,AUS,,104184,,,Yong Bum Seo,U,,KOR,,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,8,3545,89,721
2025-0001,China Open,Hard,,500,20250926,2529,209070,,,Arthur Cazaux,R,183,FRA,,210234,,,Juncheng Shang,L,,CHN,,0-6 7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,80,782,238,235
2025-0001,China Open,Hard,,500,20250926,2530,210530,,,Learner Tien,L,180,USA,,202103,,,Francisco Cerundolo,R,185,ARG,,4-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,52,985,21,2135
2025-0001,China Open,Hard,,500,20250926,2531,106421,,,Daniil Medvedev,R,198,RUS,,111815,,,Cameron Norrie,L,188,GBR,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,18,2410,34,1397
2025-0001,China Open,Hard,,500,20250926,2532,105173,,,Adrian Mannarino,L,180,FRA,,122330,,,Alexander Bublik,R,196,KAZ,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,60,897,16,2445
2025-0001,China Open,Hard,,500,20250926,2533,144895,,,Corentin Moutet,L,180,FRA,,134868,,,Tallon Griekspoor,R,188,NED,,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,37,1233,31,1565
2025-0001,China Open,Hard,,500,20250926,2534,207518,,,Lorenzo Musetti,R,185,ITA,,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,,7-6 6-7 6-4,3,R32,,,,,,,,,,,,,,,,,,,,9,3505,36,1275
2025-0001,China Open,Hard,,500,20250926,2535,100644,,,Alexander Zverev,R,198,GER,,132283,,,Lorenzo Sonego,R,191,ITA,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,3,5930,44,1105
2025-0001,China Open,Hard,,500,20250927,2536,206681,,,Fabian Marozsan,R,193,HUN,,124186,,,Alexandre Muller,R,183,FRA,,6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,,57,920,38,1168
2025-0001,China Open,Hard,,500,20250927,2537,200282,,,Alex De Minaur,R,183,AUS,,126239,,,Arthur Rinderknech,R,196,FRA,,6-3 3-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,8,3545,54,932
2025-0001,China Open,Hard,,500,20250927,2538,206173,,,Jannik Sinner,R,191,ITA,,209279,,,Terence Atmane,L,193,FRA,,6-4 5-7 6-0,3,R16,,,,,,,,,,,,,,,,,,,,2,10780,68,839
2025-0001,China Open,Hard,,500,20250927,2539,210150,,,Jakub Mensik,R,193,CZE,,209070,,,Arthur Cazaux,R,183,FRA,,6-3 2-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,19,2380,80,782
2025-0001,China Open,Hard,,500,20250928,2540,210530,,,Learner Tien,L,180,USA,,207925,,,Flavio Cobolli,R,183,ITA,,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,52,985,25,2040
2025-0001,China Open,Hard,,500,20250928,2541,207518,,,Lorenzo Musetti,R,185,ITA,,105173,,,Adrian Mannarino,L,180,FRA,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,9,3505,60,897
2025-0001,China Open,Hard,,500,20250928,2542,106421,,,Daniil Medvedev,R,198,RUS,,200221,,,Alejandro Davidovich Fokina,R,183,ESP,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,18,2410,20,2225
2025-0001,China Open,Hard,,500,20250928,2543,100644,,,Alexander Zverev,R,198,GER,,144895,,,Corentin Moutet,L,180,FRA,,7-5 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,3,5930,37,1233
2025-0001,China Open,Hard,,500,20250929,2544,200282,,,Alex De Minaur,R,183,AUS,,210150,,,Jakub Mensik,R,193,CZE,,4-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,8,3545,19,2380
2025-0001,China Open,Hard,,500,20250929,2545,206173,,,Jannik Sinner,R,191,ITA,,206681,,,Fabian Marozsan,R,193,HUN,,6-1 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,2,10780,57,920
2025-0001,China Open,Hard,,500,20250929,2546,210530,,,Learner Tien,L,180,USA,,207518,,,Lorenzo Musetti,R,185,ITA,,4-6 6-3 3-0,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,52,985,9,3505
2025-0001,China Open,Hard,,500,20250929,2547,106421,,,Daniil Medvedev,R,198,RUS,,100644,,,Alexander Zverev,R,198,GER,,6-3 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,18,2410,3,5930
2025-0001,China Open,Hard,,500,20250930,2548,206173,,,Jannik Sinner,R,191,ITA,,200282,,,Alex De Minaur,R,183,AUS,,6-3 4-6 6-2,3,Semifinals,,,,,,,,,,,,,,,,,,,,2,10780,8,3545
2025-0001,China Open,Hard,,500,20250930,2549,210530,,,Learner Tien,L,180,USA,,106421,,,Daniil Medvedev,R,198,RUS,,5-7 7-5 4-0,3,Semifinals,,,,,,,,,,,,,,,,,,,,52,985,18,2410
2025-0001,China Open,Hard,,500,20251001,2550,206173,,,Jannik Sinner,R,191,ITA,,210530,,,Learner Tien,L,180,USA,,6-2 6-2,3,The Final,,,,,,,,,,,,,,,,,,,,2,10780,52,985
2025-0001,Japan Open Tennis Championships,Hard,,500,20250924,2551,126610,,,Matteo Berrettini,R,196,ITA,,144719,,,Jaume Munar,R,183,ESP,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,56,925,40,1138
2025-0001,Japan Open Tennis Championships,Hard,,500,20250924,2552,132686,,,Nuno Borges,R,185,POR,,105552,,,Yusuke Watanuki,R,,JPN,,2-6 6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,51,995,147,401
2025-0001,Japan Open Tennis Championships,Hard,,500,20250924,2553,127157,,,Daniel Altmaier,R,188,GER,,133430,,,Denis Shapovalov,L,185,CAN,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,50,1003,26,1838
2025-0001,Japan Open Tennis Championships,Hard,,500,20250924,2554,105916,,,Marton Fucsovics,R,188,HUN,,126207,,,Frances Tiafoe,R,188,USA,,3-6 6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,58,916,29,1640
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2555,202385,,,Jenson Brooksby,R,188,USA,,200005,,,Ugo Humbert,L,188,FRA,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,86,737,24,2045
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2556,209260,,,Luciano Darderi,R,183,ITA,,106415,,,Yoshihito Nishioka,L,170,JPN,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,30,1584,157,374
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2557,200624,,,Sebastian Korda,R,196,USA,,106218,,,Marcos Giron,R,180,USA,,4-6 6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,,74,820,48,1040
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2558,200647,,,Sho Shimabukuro,R,180,JPN,,207830,,,Tomas Machac,R,183,CZE,,6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,,273,198,22,2110
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2559,126203,,,Taylor Fritz,R,196,USA,,209113,,,Gabriel Diallo,R,203,CAN,,4-6 6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,,5,4675,35,1308
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2560,126846,,,Aleksandar Vukic,R,188,AUS,,106000,,,Damir Dzumhur,R,175,BIH,,6-4 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,95,668,66,868
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2561,206909,,,Brandon Nakashima,R,188,USA,,107270,,,James Thompson,R,,USA,,6-7 7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,33,1420,78,795
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2562,210319,,,Ethan Quinn,R,191,USA,,210506,,,Alex Michelsen,R,193,USA,,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,81,773,32,1485
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2563,134770,,,Casper Ruud,R,183,NOR,,132422,,,Soutatsu Mochizuki,U,,JPN,,4-6 6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,12,2755,106,607
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2564,200267,,,Zizou Bergs,R,185,BEL,,126214,,,Alejandro Tabilo,L,188,CHI,,1-6 7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,45,1089,72,826
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2565,208029,,,Holger Rune,R,188,DEN,,209098,,,Hamad Medjedovic,R,188,SRB,,7-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,11,3090,63,883
2025-0001,Japan Open Tennis Championships,Hard,,500,20250925,2566,106688,,,Carlos Alcaraz,R,,ESP,,202104,,,Sebastian Baez,R,170,ARG,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1,11540,41,1135
2025-0001,Japan Open Tennis Championships,Hard,,500,20250926,2567,126846,,,Aleksandar Vukic,R,188,AUS,,127157,,,Daniel Altmaier,R,188,GER,,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,95,668,50,1003
2025-0001,Japan Open Tennis Championships,Hard,,500,20250926,2568,200624,,,Sebastian Korda,R,196,USA,,200647,,,Sho Shimabukuro,R,180,JPN,,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,74,820,273,198
2025-0001,Japan Open Tennis Championships,Hard,,500,20250926,2569,126203,,,Taylor Fritz,R,196,USA,,132686,,,Nuno Borges,R,185,POR,,7-5 7-6,3,R16,,,,,,,,,,,,,,,,,,,,5,4675,51,995
2025-0001,Japan Open Tennis Championships,Hard,,500,20250926,2570,134770,,,Casper Ruud,R,183,NOR,,126610,,,Matteo Berrettini,R,196,ITA,,7-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,12,2755,56,925
2025-0001,Japan Open Tennis Championships,Hard,,500,20250927,2571,202385,,,Jenson Brooksby,R,188,USA,,209260,,,Luciano Darderi,R,183,ITA,,7-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,86,737,30,1584
2025-0001,Japan Open Tennis Championships,Hard,,500,20250927,2572,206909,,,Brandon Nakashima,R,188,USA,,105916,,,Marton Fucsovics,R,188,HUN,,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,33,1420,58,916
2025-0001,Japan Open Tennis Championships,Hard,,500,20250927,2573,208029,,,Holger Rune,R,188,DEN,,210319,,,Ethan Quinn,R,191,USA,,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,11,3090,81,773
2025-0001,Japan Open Tennis Championships,Hard,,500,20250927,2574,106688,,,Carlos Alcaraz,R,,ESP,,200267,,,Zizou Bergs,R,185,BEL,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1,11540,45,1089
2025-0001,Japan Open Tennis Championships,Hard,,500,20250928,2575,126203,,,Taylor Fritz,R,196,USA,,200624,,,Sebastian Korda,R,196,USA,,6-3 6-7 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,5,4675,74,820
2025-0001,Japan Open Tennis Championships,Hard,,500,20250928,2576,202385,,,Jenson Brooksby,R,188,USA,,208029,,,Holger Rune,R,188,DEN,,6-3 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,86,737,11,3090
2025-0001,Japan Open Tennis Championships,Hard,,500,20250928,2577,134770,,,Casper Ruud,R,183,NOR,,126846,,,Aleksandar Vukic,R,188,AUS,,6-3 6-2,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,12,2755,95,668
2025-0001,Japan Open Tennis Championships,Hard,,500,20250928,2578,106688,,,Carlos Alcaraz,R,,ESP,,206909,,,Brandon Nakashima,R,188,USA,,6-2 6-4,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,1,11540,33,1420
2025-0001,Japan Open Tennis Championships,Hard,,500,20250929,2579,126203,,,Taylor Fritz,R,196,USA,,202385,,,Jenson Brooksby,R,188,USA,,6-4 6-3,3,Semifinals,,,,,,,,,,,,,,,,,,,,5,4675,86,737
2025-0001,Japan Open Tennis Championships,Hard,,500,20250929,2580,106688,,,Carlos Alcaraz,R,,ESP,,134770,,,Casper Ruud,R,183,NOR,,3-6 6-3 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,1,11540,12,2755
2025-0001,Japan Open Tennis Championships,Hard,,500,20250930,2581,106688,,,Carlos Alcaraz,R,,ESP,,126203,,,Taylor Fritz,R,196,USA,,6-4 6-4,3,The Final,,,,,,,,,,,,,,,,,,,,1,11540,5,4675
2025-0001,Shanghai Masters,Hard,,A,20251001,2582,208233,,,Mattia Bellucci,L,175,ITA,,112154,,,Allan Walton Knight,U,,AUS,,7-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,69,857,77,802
2025-0001,Shanghai Masters,Hard,,A,20251001,2583,109607,,,Luca Nardi,R,,ITA,,124116,,,Sebastian Ofner,R,191,AUT,,3-6 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,88,727,138,453
2025-0001,Shanghai Masters,Hard,,A,20251001,2584,144719,,,Jaume Munar,R,183,ESP,,105916,,,Marton Fucsovics,R,188,HUN,,4-6 7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,41,1138,53,984
2025-0001,Shanghai Masters,Hard,,A,20251001,2585,105676,,,David Goffin,R,180,BEL,,124186,,,Alexandre Muller,R,183,FRA,,6-7 6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,83,759,39,1205
